,location,total_sqft,bath,price,bhk
5561,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5562,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5563,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
5564,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5565,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5566,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5567,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5568,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5569,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
5570,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5571,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5572,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
5573,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5574,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5575,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5576,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5577,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5578,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5579,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5580,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5581,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5582,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5583,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5584,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5585,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5586,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5587,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5588,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5589,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5590,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5591,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5592,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
5593,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5594,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5595,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5596,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5597,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5598,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5599,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5600,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5601,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
5602,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5603,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5604,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
5605,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5606,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5607,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5608,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5609,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5610,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
5611,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5612,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5613,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5614,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5615,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
5616,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5617,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
5618,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5619,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5620,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5621,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5622,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5623,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5624,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5625,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
5626,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
5627,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5628,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5629,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5630,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5631,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5632,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5633,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5634,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
5635,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5636,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5637,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5638,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5639,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
5640,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5641,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
5642,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5643,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5644,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5645,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5646,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5647,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5648,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5649,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5650,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5651,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5652,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
5653,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5654,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5655,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5656,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5657,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5658,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5659,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5660,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5661,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5662,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5663,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5664,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5665,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5666,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5667,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5668,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5669,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5670,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5671,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5672,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5673,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5674,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5675,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5676,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5677,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3
5678,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
5679,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5680,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5681,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
5682,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5683,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
5684,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5685,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
5686,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5687,Rajaji Nagar,1640.0,3.0,229.0,3
5688,Rajaji Nagar,2390.0,3.0,415.0,3
5689,Rajaji Nagar,2390.0,3.0,410.0,3
5690,Rajaji Nagar,1725.0,3.0,200.0,3
5691,Rajaji Nagar,3516.0,4.0,540.0,4
5692,Rajaji Nagar,1640.0,3.0,223.0,3
5693,Rajaji Nagar,3526.0,4.0,492.0,4
5694,Rajaji Nagar,1800.0,4.0,324.0,6
5695,Rajaji Nagar,3526.0,4.0,558.0,4
5696,Rajaji Nagar,2849.0,5.0,300.0,5
5697,Rajaji Nagar,1800.0,3.0,260.0,3
5698,Rajaji Nagar,1640.0,3.0,241.0,3
5699,Rajaji Nagar,1370.0,2.0,170.0,2
5700,Rajaji Nagar,2409.0,3.0,360.0,3
5701,Rajaji Nagar,3436.0,6.0,475.0,4
5702,Rajaji Nagar,1718.0,3.0,288.0,2
5703,Rajaji Nagar,2386.0,3.0,334.0,3
5704,Rajaji Nagar,3436.0,6.0,500.0,4
5705,Rajaji Nagar,1200.0,2.0,150.0,2
5706,Rajaji Nagar,1160.0,1.0,163.0,2
5707,Rajaji Nagar,660.0,1.0,75.0,1
5708,Rajaji Nagar,1440.0,2.0,170.0,2
5709,Rajaji Nagar,2448.0,3.0,400.0,3
5710,Rajaji Nagar,1440.0,2.0,185.0,2
5711,Rajaji Nagar,1640.0,3.0,230.0,3
5712,Rajaji Nagar,3730.0,4.0,370.0,4
5713,Rajaji Nagar,1800.0,2.0,250.0,3
5714,Rajaji Nagar,3100.0,4.0,550.0,4
5715,Rajaji Nagar,3526.0,4.0,598.0,4
5716,Rajaji Nagar,1357.0,2.0,130.0,2
5717,Rajaji Nagar,2300.0,3.0,369.0,3
5718,Rajaji Nagar,1640.0,3.0,220.0,3
5719,Rajaji Nagar,2500.0,3.0,350.0,3
5720,Rajaji Nagar,1615.0,3.0,175.0,3
5721,Rajaji Nagar,1776.0,3.0,190.0,3
5722,Rajaji Nagar,2559.0,3.0,403.0,3
5723,Rajaji Nagar,1763.0,3.0,262.0,2
5724,Rajaji Nagar,1640.0,3.0,220.0,3
5725,Rajaji Nagar,1613.0,3.0,150.0,3
5726,Rajaji Nagar,1380.0,3.0,130.0,3
5727,Rajaji Nagar,2400.0,3.0,320.0,5
5728,Rajaji Nagar,1800.0,3.0,240.0,3
5729,Rajaji Nagar,2533.0,3.0,425.0,3
5730,Rajaji Nagar,1268.0,2.0,127.0,2
5731,Rajaji Nagar,2450.0,3.0,330.0,3
5732,Rajaji Nagar,1640.0,3.0,262.0,3
5733,Rajaji Nagar,1200.0,1.0,200.0,2
5734,Rajaji Nagar,2367.0,3.0,375.0,3
5735,Rajaji Nagar,2440.0,2.0,415.0,4
5736,Rajaji Nagar,1640.0,3.0,251.0,3
5737,Rajaji Nagar,2733.0,5.0,259.0,4
5738,Rajaji Nagar,1640.0,3.0,268.0,3
5739,Rajaji Nagar,2367.0,4.0,340.0,3
5740,Rajaji Nagar,1720.0,3.0,224.0,3
5741,Rajaji Nagar,3600.0,5.0,510.0,5
5742,Rajaji Nagar,1350.0,4.0,230.0,4
5743,Rajaji Nagar,1700.0,3.0,200.0,3
5744,Rajaji Nagar,2300.0,4.0,240.0,3
5745,Rajaji Nagar,2400.0,5.0,408.0,5
5746,Rajaji Nagar,2500.0,3.0,340.0,3
5747,Rajaji Nagar,2390.0,3.0,372.0,3
5748,Rajaji Nagar,2415.0,3.0,399.0,3
5749,Rajaji Nagar,1718.0,3.0,275.0,2
5750,Rajaji Nagar,1763.0,3.0,240.0,2
5751,Rajaji Nagar,2367.0,3.0,320.0,3
5752,Rajaji Nagar,2409.0,3.0,395.0,3
5753,Rajaji Nagar,1314.0,2.0,225.0,2
5754,Rajaji Nagar,1440.0,2.0,165.0,2
5755,Rajaji Nagar,1640.0,3.0,245.0,3
5756,Rajiv Nagar,1690.0,3.0,125.0,3
5757,Rajiv Nagar,1263.0,2.0,93.32,2
5758,Rajiv Nagar,2340.0,4.0,148.0,4
5759,Rajiv Nagar,2340.0,5.0,129.0,4
5760,Rajiv Nagar,1330.0,2.0,93.0,2
5761,Rajiv Nagar,2340.0,5.0,129.0,4
5762,Rajiv Nagar,1309.0,2.0,80.0,2
5763,Rajiv Nagar,2340.0,4.0,145.0,4
5764,Rajiv Nagar,2330.0,5.0,175.0,4
5765,Rajiv Nagar,2340.0,5.0,160.0,4
5766,Ramagondanahalli,1151.0,2.0,48.77,2
5767,Ramagondanahalli,1251.0,2.0,47.0,2
5768,Ramagondanahalli,1235.0,2.0,52.04,2
5769,Ramagondanahalli,1610.0,2.0,111.0,3
5770,Ramagondanahalli,540.0,1.0,30.0,1
5771,Ramagondanahalli,1635.0,3.0,62.0,3
5772,Ramagondanahalli,1235.0,2.0,46.8,2
5773,Ramagondanahalli,1215.0,2.0,51.26,2
5774,Ramagondanahalli,2257.0,4.0,157.0,3
5775,Ramagondanahalli,1251.0,2.0,47.4,2
5776,Ramagondanahalli,1610.0,2.0,115.0,3
5777,Ramagondanahalli,920.0,2.0,65.0,2
5778,Ramagondanahalli,1215.0,2.0,45.5,2
5779,Ramagondanahalli,2800.0,4.0,155.0,4
5780,Ramagondanahalli,1253.0,2.0,52.66,2
5781,Ramagondanahalli,1295.0,2.0,95.0,2
5782,Ramagondanahalli,1151.0,2.0,50.5,2
5783,Ramagondanahalli,1235.0,2.0,49.3,2
5784,Ramagondanahalli,2257.0,3.0,159.0,3
5785,Ramagondanahalli,1295.0,2.0,95.0,2
5786,Ramagondanahalli,1451.0,3.0,60.44,3
5787,Ramagondanahalli,1910.0,3.0,142.0,3
5788,Ramagondanahalli,1215.0,2.0,46.1,2
5789,Ramagondanahalli,1475.0,2.0,63.0,3
5790,Ramagondanahalli,1251.0,2.0,50.0,2
5791,Ramagondanahalli,1610.0,2.0,115.0,3
5792,Ramagondanahalli,1151.0,2.0,43.6,2
5793,Ramagondanahalli,1635.0,3.0,61.0,3
5794,Ramagondanahalli,1251.0,2.0,53.0,2
5795,Ramagondanahalli,845.0,2.0,45.82,2
5796,Ramagondanahalli,1910.0,3.0,150.0,3
5797,Ramagondanahalli,1738.0,2.0,76.0,3
5798,Ramagondanahalli,2040.0,3.0,114.0,3
5799,Ramagondanahalli,3350.0,3.0,150.0,3
5800,Ramagondanahalli,1251.0,2.0,46.0,2
5801,Ramagondanahalli,1635.0,3.0,57.0,3
5802,Ramagondanahalli,1151.0,2.0,46.0,2
5803,Ramagondanahalli,1610.0,2.0,112.0,3
5804,Ramagondanahalli,1610.0,2.0,115.0,3
5805,Ramagondanahalli,1200.0,3.0,56.1,3
5806,Ramagondanahalli,2787.0,5.0,220.0,4
5807,Ramagondanahalli,1475.0,2.0,55.0,3
5808,Ramagondanahalli,1125.0,2.0,75.0,2
5809,Ramagondanahalli,1151.0,2.0,42.5,2
5810,Ramagondanahalli,2257.0,3.0,155.0,3
5811,Ramagondanahalli,1500.0,3.0,100.0,3
5812,Ramagondanahalli,1680.0,2.0,68.0,3
5813,Ramagondanahalli,1910.0,3.0,131.0,3
5814,Ramamurthy Nagar,3700.0,4.0,225.0,4
5815,Ramamurthy Nagar,3500.0,5.0,150.0,5
5816,Ramamurthy Nagar,1050.0,2.0,37.0,2
5817,Ramamurthy Nagar,1040.0,2.0,50.0,2
5818,Ramamurthy Nagar,1600.0,3.0,75.0,3
5819,Ramamurthy Nagar,1200.0,3.0,72.0,2
5820,Ramamurthy Nagar,360.0,1.0,26.0,1
5821,Ramamurthy Nagar,950.0,2.0,50.79,2
5822,Ramamurthy Nagar,1200.0,2.0,66.0,3
5823,Ramamurthy Nagar,1525.0,3.0,100.0,3
5824,Ramamurthy Nagar,1200.0,2.0,80.0,2
5825,Ramamurthy Nagar,1200.0,2.0,42.0,2
5826,Ramamurthy Nagar,1515.0,3.0,65.0,3
5827,Ramamurthy Nagar,1100.0,2.0,68.0,2
5828,Ramamurthy Nagar,1185.0,2.0,45.5,2
5829,Ramamurthy Nagar,1170.0,2.0,46.8,2
5830,Ramamurthy Nagar,1150.0,2.0,51.0,2
5831,Ramamurthy Nagar,1200.0,2.0,48.0,2
5832,Ramamurthy Nagar,3600.0,3.0,150.0,3
5833,Ramamurthy Nagar,600.0,3.0,45.0,2
5834,Ramamurthy Nagar,1110.0,2.0,65.0,2
5835,Ramamurthy Nagar,1410.0,2.0,56.4,3
5836,Ramamurthy Nagar,1200.0,2.0,78.0,2
5837,Ramamurthy Nagar,1000.0,2.0,41.0,3
5838,Ramamurthy Nagar,600.0,1.0,43.0,1
5839,Ramamurthy Nagar,1006.0,2.0,57.0,2
5840,Ramamurthy Nagar,1200.0,2.0,76.0,2
5841,Ramamurthy Nagar,1300.0,2.0,52.0,3
5842,Ramamurthy Nagar,1600.0,3.0,75.0,3
5843,Ramamurthy Nagar,700.0,2.0,33.0,2
5844,Ramamurthy Nagar,1125.0,2.0,47.0,2
5845,Ramamurthy Nagar,1000.0,2.0,62.0,2
5846,Ramamurthy Nagar,1334.0,2.0,67.0,2
5847,Ramamurthy Nagar,1200.0,2.0,46.0,2
5848,Ramamurthy Nagar,1200.0,2.0,57.9,2
5849,Ramamurthy Nagar,1305.0,3.0,60.0,3
5850,Ramamurthy Nagar,1360.0,2.0,45.0,2
5851,Ramamurthy Nagar,1170.0,2.0,44.0,2
5852,Ramamurthy Nagar,2200.0,4.0,130.0,4
5853,Ramamurthy Nagar,1050.0,2.0,51.66,2
5854,Ramamurthy Nagar,2916.0,5.0,230.0,4
5855,Ramamurthy Nagar,2316.0,3.0,125.0,3
5856,Ramamurthy Nagar,1101.0,2.0,50.0,2
5857,Ramamurthy Nagar,1150.0,2.0,40.0,2
5858,Ramamurthy Nagar,1208.0,2.0,43.5,3
5859,Ramamurthy Nagar,1050.0,2.0,37.8,2
5860,Ramamurthy Nagar,935.0,2.0,39.0,2
5861,Ramamurthy Nagar,1200.0,2.0,68.0,2
5862,Ramamurthy Nagar,540.0,1.0,35.0,1
5863,Ramamurthy Nagar,960.0,2.0,35.0,2
5864,Rayasandra,1314.0,2.0,63.0,3
5865,Rayasandra,1065.0,2.0,44.95,2
5866,Rayasandra,1708.0,3.0,75.0,3
5867,Rayasandra,1199.0,2.0,48.5,3
5868,Rayasandra,1577.0,3.0,67.0,3
5869,Rayasandra,1253.0,2.0,57.0,2
5870,Rayasandra,583.0,1.0,26.9,1
5871,Rayasandra,1198.0,2.0,54.0,2
5872,Rayasandra,1555.0,3.0,75.17,3
5873,Rayasandra,1458.0,3.0,60.0,3
5874,Rayasandra,1179.0,2.0,55.0,3
5875,Rayasandra,1601.0,3.0,70.0,3
5876,Rayasandra,1708.0,3.0,76.0,4
5877,Rayasandra,470.0,1.0,21.0,1
5878,Rayasandra,3600.0,5.0,145.0,5
5879,Rayasandra,1357.0,2.0,59.0,3
5880,Sahakara Nagar,2830.0,3.0,195.0,4
5881,Sahakara Nagar,1500.0,2.0,95.0,3
5882,Sahakara Nagar,1100.0,2.0,56.0,2
5883,Sahakara Nagar,1219.0,2.0,48.0,2
5884,Sahakara Nagar,1100.0,2.0,75.0,3
5885,Sahakara Nagar,1655.0,3.0,115.0,3
5886,Sahakara Nagar,1150.0,2.0,54.0,2
5887,Sahakara Nagar,1270.0,2.0,69.85,2
5888,Sahakara Nagar,960.0,2.0,56.0,2
5889,Sahakara Nagar,1048.0,2.0,50.0,2
5890,Sahakara Nagar,1160.0,2.0,55.0,2
5891,Sahakara Nagar,1200.0,2.0,75.0,3
5892,Sahakara Nagar,2500.0,4.0,200.0,4
5893,Sahakara Nagar,1914.0,3.0,179.0,3
5894,Sahakara Nagar,1500.0,3.0,125.0,3
5895,Sahakara Nagar,1100.0,2.0,55.0,2
5896,Sahakara Nagar,1914.0,3.0,149.0,3
5897,Sahakara Nagar,1000.0,2.0,60.0,2
5898,Sahakara Nagar,2200.0,3.0,98.0,3
5899,Sahakara Nagar,1175.0,2.0,49.0,2
5900,Sahakara Nagar,1370.0,2.0,90.0,3
5901,Sahakara Nagar,1100.0,2.0,55.0,2
5902,Sahakara Nagar,1100.0,2.0,75.0,3
5903,Sahakara Nagar,1180.0,2.0,72.0,2
5904,Sahakara Nagar,1200.0,2.0,60.0,2
5905,Sahakara Nagar,1032.0,2.0,45.0,2
5906,Sahakara Nagar,1200.0,2.0,46.0,2
5907,Sahakara Nagar,1270.0,2.0,96.0,2
5908,Sahakara Nagar,1201.0,2.0,80.0,2
5909,Sahakara Nagar,1200.0,2.0,54.0,2
5910,Sahakara Nagar,1291.0,2.0,72.3,2
5911,Sanjay nagar,1000.0,2.0,70.0,2
5912,Sanjay nagar,1100.0,2.0,98.0,2
5913,Sanjay nagar,1150.0,2.0,72.2,2
5914,Sanjay nagar,1800.0,3.0,180.0,3
5915,Sanjay nagar,630.0,1.0,35.0,2
5916,Sanjay nagar,3300.0,3.0,250.0,5
5917,Sanjay nagar,1900.0,2.0,180.0,3
5918,Sanjay nagar,1575.0,2.0,90.0,2
5919,Sanjay nagar,1450.0,3.0,75.0,3
5920,Sanjay nagar,1200.0,2.0,76.0,3
5921,Sanjay nagar,960.0,2.0,55.0,2
5922,Sanjay nagar,1050.0,2.0,59.0,2
5923,Sanjay nagar,1150.0,2.0,70.0,2
5924,Sanjay nagar,1500.0,3.0,150.0,3
5925,Sanjay nagar,1180.0,2.0,80.0,2
5926,Sarakki Nagar,2121.0,4.0,253.0,3
5927,Sarakki Nagar,2289.0,3.0,260.0,3
5928,Sarakki Nagar,2500.0,4.0,325.0,3
5929,Sarakki Nagar,2145.0,4.0,270.0,3
5930,Sarakki Nagar,1200.0,3.0,128.0,3
5931,Sarakki Nagar,2663.0,4.0,338.0,3
5932,Sarakki Nagar,1840.0,4.0,175.0,3
5933,Sarakki Nagar,3131.0,4.0,349.0,4
5934,Sarakki Nagar,3126.0,5.0,345.0,4
5935,Sarakki Nagar,3124.0,6.0,349.0,4
5936,Sarjapur,2250.0,3.0,148.0,3
5937,Sarjapur,1600.0,3.0,75.0,3
5938,Sarjapur,913.0,2.0,32.0,2
5939,Sarjapur,1128.0,2.0,60.0,2
5940,Sarjapur,1185.0,2.0,47.0,2
5941,Sarjapur,900.0,2.0,42.0,3
5942,Sarjapur,1020.0,2.0,35.0,2
5943,Sarjapur,1195.0,2.0,42.0,2
5944,Sarjapur,1240.0,2.0,44.0,2
5945,Sarjapur,1550.0,2.0,65.0,4
5946,Sarjapur,950.0,2.0,32.5,2
5947,Sarjapur,1285.0,2.0,68.0,3
5948,Sarjapur,1525.0,2.0,48.0,3
5949,Sarjapur,925.0,2.0,25.0,2
5950,Sarjapur,3190.0,3.0,160.0,4
5951,Sarjapur,1215.0,2.0,40.0,2
5952,Sarjapur,2540.0,4.0,115.0,4
5953,Sarjapur,1200.0,3.0,78.0,3
5954,Sarjapur,1000.0,2.0,30.0,2
5955,Sarjapur,1157.0,2.0,40.0,2
5956,Sarjapur,2238.0,3.0,140.0,3
5957,Sarjapur,2020.0,3.0,85.0,3
5958,Sarjapur,2885.0,3.0,185.0,4
5959,Sarjapur,1917.0,3.0,60.0,4
5960,Sarjapur,1240.0,2.0,44.3,2
5961,Sarjapur,625.0,1.0,19.0,1
5962,Sarjapur,940.0,2.0,25.38,2
5963,Sarjapur,2100.0,3.0,125.0,4
5964,Sarjapur,913.0,2.0,36.0,2
5965,Sarjapur,1404.0,2.0,53.35,3
5966,Sarjapur,1830.0,3.0,88.0,3
5967,Sarjapur,1364.0,2.0,56.0,3
5968,Sarjapur,1124.0,2.0,30.35,2
5969,Sarjapur,1044.0,2.0,32.0,2
5970,Sarjapur,650.0,1.0,19.87,1
5971,Sarjapur,1175.0,2.0,42.0,2
5972,Sarjapur,1240.0,2.0,43.1,2
5973,Sarjapur,1170.0,2.0,35.41,3
5974,Sarjapur,1032.0,2.0,42.0,2
5975,Sarjapur,1044.0,2.0,34.0,2
5976,Sarjapur,1200.0,3.0,76.13,3
5977,Sarjapur,1200.0,2.0,62.0,2
5978,Sarjapur,900.0,2.0,27.98,2
5979,Sarjapur,2970.0,3.0,130.0,4
5980,Sarjapur,1205.0,2.0,29.0,2
5981,Sarjapur,850.0,2.0,32.0,2
5982,Sarjapur,1175.0,2.0,41.68,2
5983,Sarjapur,1575.0,3.0,55.0,3
5984,Sarjapur,920.0,2.0,33.0,2
5985,Sarjapur,1445.0,3.0,50.0,3
5986,Sarjapur,1150.0,2.0,41.0,2
5987,Sarjapur,1200.0,2.0,42.6,2
5988,Sarjapur,1333.0,3.0,50.0,3
5989,Sarjapur,1044.0,2.0,36.0,2
5990,Sarjapur,950.0,2.0,35.0,2
5991,Sarjapur,2172.0,3.0,100.0,3
5992,Sarjapur,633.0,1.0,17.09,1
5993,Sarjapur,1500.0,5.0,95.0,3
5994,Sarjapur,1451.0,2.0,87.0,2
5995,Sarjapur,2400.0,3.0,140.0,4
5996,Sarjapur,1525.0,2.0,68.0,3
5997,Sarjapur,1095.0,2.0,45.0,2
5998,Sarjapur,1425.0,3.0,57.0,3
5999,Sarjapur  Road,2497.0,3.0,140.0,3
6000,Sarjapur  Road,1787.0,3.0,98.29,3
6001,Sarjapur  Road,1787.0,3.0,125.0,3
6002,Sarjapur  Road,984.0,2.0,44.28,2
6003,Sarjapur  Road,1035.0,2.0,49.2,2
6004,Sarjapur  Road,1863.0,3.0,104.0,4
6005,Sarjapur  Road,1000.0,2.0,67.0,2
6006,Sarjapur  Road,1346.0,2.0,74.03,2
6007,Sarjapur  Road,1195.0,2.0,70.0,2
6008,Sarjapur  Road,1550.0,3.0,100.0,3
6009,Sarjapur  Road,2100.0,3.0,125.0,3
6010,Sarjapur  Road,1210.0,2.0,58.0,2
6011,Sarjapur  Road,1691.0,3.0,113.0,3
6012,Sarjapur  Road,1278.0,2.0,95.0,2
6013,Sarjapur  Road,2238.0,3.0,140.0,3
6014,Sarjapur  Road,1800.0,3.0,110.0,3
6015,Sarjapur  Road,1115.0,2.0,50.0,2
6016,Sarjapur  Road,1346.0,2.0,61.92,2
6017,Sarjapur  Road,1984.0,4.0,146.0,3
6018,Sarjapur  Road,1035.0,2.0,45.0,2
6019,Sarjapur  Road,1128.0,2.0,59.0,2
6020,Sarjapur  Road,1495.0,2.0,64.0,3
6021,Sarjapur  Road,1700.0,3.0,110.0,3
6022,Sarjapur  Road,1157.0,2.0,75.0,3
6023,Sarjapur  Road,1282.0,2.0,72.0,2
6024,Sarjapur  Road,4111.0,4.0,310.0,4
6025,Sarjapur  Road,3900.0,4.0,300.0,4
6026,Sarjapur  Road,1300.0,2.0,60.0,2
6027,Sarjapur  Road,1000.0,2.0,40.0,2
6028,Sarjapur  Road,1050.0,2.0,62.0,2
6029,Sarjapur  Road,1700.0,3.0,135.0,3
6030,Sarjapur  Road,1691.0,3.0,119.0,3
6031,Sarjapur  Road,1846.0,3.0,140.0,3
6032,Sarjapur  Road,1200.0,3.0,95.0,3
6033,Sarjapur  Road,1929.0,4.0,103.0,3
6034,Sarjapur  Road,1155.0,2.0,58.0,2
6035,Sarjapur  Road,1819.0,3.0,100.0,3
6036,Sarjapur  Road,1845.0,4.0,110.0,3
6037,Sarjapur  Road,1233.0,2.0,77.65,2
6038,Sarjapur  Road,4395.0,4.0,242.0,4
6039,Sarjapur  Road,1220.0,3.0,56.0,3
6040,Sarjapur  Road,3750.0,6.0,290.0,4
6041,Sarjapur  Road,1428.0,2.0,66.0,3
6042,Sarjapur  Road,1680.0,3.0,112.0,3
6043,Sarjapur  Road,1255.0,2.0,92.0,2
